statement_id,ocorrencias,locais
BH-IHF-2026-R08-055,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 814, ""sentenca"": ""A Regra 8:5d aplica-se ao Goleiro que deixa a Área de Gol durante Contra-Ataque adversário.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 958, ""sentenca"": ""Um Atleta coloca em perigo a saúde do Adversário quando derruba deliberadamente o Adversário.""}]"
BH-IHF-2026-R08-056,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 815, ""sentenca"": ""Se um Atleta acerta a cabeça de Defensor com Tiro Livre direto ao Gol e o Defensor não estava em movimento, então o Atleta deve_receber Desqualificação.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 959, ""sentenca"": ""Um Atleta coloca em perigo a saúde do Adversário quando empurra Adversário correndo e o Adversário perde controle do corpo.""}]"
BH-IHF-2026-R08-057,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 816, ""sentenca"": ""Se um Atleta acerta a cabeça do Goleiro com Tiro de 6 Metros e o Goleiro não estava em movimento, então o Atleta deve_receber Desqualificação.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 960, ""sentenca"": ""Um Atleta coloca em perigo a saúde do Adversário quando empurra Adversário saltando e o Adversário perde controle do corpo.""}]"
BH-IHF-2026-R08-058,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 817, ""sentenca"": ""O risco ao Atleta orienta a decisão de Desqualificação.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 961, ""sentenca"": ""Um Atleta coloca em perigo a saúde do Adversário quando ataca Adversário de forma que o Adversário perde controle do corpo.""}]"
BH-IHF-2026-R08-059,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 818, ""sentenca"": ""A pequena intensidade aparente do contato corporal não_impede Desqualificação.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 962, ""sentenca"": ""A Regra 8:5 aplica-se a Goleiro que sai da Área de Gol em Contra-Ataque adversário.""}]"
BH-IHF-2026-R08-060,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 821, ""sentenca"": ""Uma Conduta Seriamente Antidesportiva de Atleta deve_ser_punida com Desqualificação.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 963, ""sentenca"": ""Um Atleta coloca em perigo a saúde do Adversário quando acerta a cabeça de Defensor imóvel com Tiro Livre direto à Baliza.""}]"
BH-IHF-2026-R08-061,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 822, ""sentenca"": ""Uma Conduta Seriamente Antidesportiva de Oficial de Equipe deve_ser_punida com Desqualificação.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 964, ""sentenca"": ""Um Atleta coloca em perigo a saúde do Adversário quando acerta a cabeça de Goleiro imóvel com Tiro de 6 Metros.""}]"
BH-IHF-2026-R08-062,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 823, ""sentenca"": ""Uma Conduta Seriamente Antidesportiva pode_ocorrer dentro da Quadra de Jogo.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 965, ""sentenca"": ""A avaliação de Desqualificação considera o risco ao Atleta.""}]"
BH-IHF-2026-R08-063,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 824, ""sentenca"": ""Uma Conduta Seriamente Antidesportiva pode_ocorrer fora da Quadra de Jogo.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 966, ""sentenca"": ""A avaliação de Desqualificação não_depende apenas da intensidade aparente do Contato Corporal.""}]"
BH-IHF-2026-R08-064,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 825, ""sentenca"": ""Se um Atleta comete Agressão durante Tempo de Jogo, então o Atleta deve_receber Desqualificação.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 967, ""sentenca"": ""Uma Falta de pequeno impacto físico pode_ser perigosa.""}]"
BH-IHF-2026-R08-065,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 826, ""sentenca"": ""Uma Agressão de Atleta durante Tempo de Jogo deve_ser_reportada por escrito.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 971, ""sentenca"": ""Uma Conduta Gravemente Antidesportiva de Atleta deve_receber Desqualificação.""}]"
BH-IHF-2026-R08-066,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 827, ""sentenca"": ""Se um Atleta comete Agressão fora do Tempo de Jogo, então o Atleta deve_receber Desqualificação.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 972, ""sentenca"": ""Uma Conduta Gravemente Antidesportiva de Oficial de Equipe deve_receber Desqualificação.""}]"
BH-IHF-2026-R08-067,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 828, ""sentenca"": ""Se um Oficial de Equipe comete Agressão, então o Oficial de Equipe deve_receber Desqualificação.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 973, ""sentenca"": ""Uma Conduta Gravemente Antidesportiva dentro da Quadra deve_receber Desqualificação.""}]"
BH-IHF-2026-R08-068,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 829, ""sentenca"": ""Uma Agressão é_um Ataque forte e deliberado contra o corpo de outra pessoa.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 974, ""sentenca"": ""Uma Conduta Gravemente Antidesportiva fora da Quadra deve_receber Desqualificação.""}]"
BH-IHF-2026-R08-069,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 830, ""sentenca"": ""Uma Agressão pode_atingir Atleta.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 975, ""sentenca"": ""Um Atleta culpado por Agressão durante o tempo de jogo deve_receber Desqualificação.""}]"
BH-IHF-2026-R08-070,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 831, ""sentenca"": ""Uma Agressão pode_atingir Árbitro.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 976, ""sentenca"": ""Uma Agressão durante o tempo de jogo deve_ser_relatada por escrito.""}]"
BH-IHF-2026-R08-071,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 832, ""sentenca"": ""Uma Agressão pode_atingir Cronometrista.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 977, ""sentenca"": ""Uma Agressão fora do tempo de jogo causa Desqualificação.""}]"
BH-IHF-2026-R08-072,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 833, ""sentenca"": ""Uma Agressão pode_atingir Secretário.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 978, ""sentenca"": ""Um Oficial de Equipe culpado por Agressão deve_receber Desqualificação.""}]"
BH-IHF-2026-R08-073,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 834, ""sentenca"": ""Uma Agressão pode_atingir Oficial de Equipe.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 979, ""sentenca"": ""Uma Agressão é_um Ataque forte e deliberado contra o corpo de outra Pessoa.""}]"
BH-IHF-2026-R08-074,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 835, ""sentenca"": ""Uma Agressão pode_atingir Delegado.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 980, ""sentenca"": ""Uma Agressão não_é simplesmente uma Ação Reflexa.""}]"
BH-IHF-2026-R08-075,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 836, ""sentenca"": ""Uma Agressão pode_atingir Espectador.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 981, ""sentenca"": ""Uma Agressão não_é simplesmente resultado de método descuidado.""}]"
BH-IHF-2026-R08-076,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 837, ""sentenca"": ""Uma Agressão não_é Reflexo Simples.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 982, ""sentenca"": ""Uma Agressão não_é simplesmente resultado de método excessivo.""}]"
BH-IHF-2026-R08-077,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 838, ""sentenca"": ""Uma Agressão não_é resultado de método descuidado e excessivo.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 983, ""sentenca"": ""Cuspir em outra Pessoa é_considerado Agressão.""}]"
BH-IHF-2026-R08-078,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 839, ""sentenca"": ""Cuspir em outra pessoa constitui Agressão.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 984, ""sentenca"": ""Uma Violação das Regras 8:2 a 8:7 causa Tiro de 6 Metros quando destrói diretamente Chance Clara de Gol da Equipe Adversária.""}]"
BH-IHF-2026-R08-079,2,"[{""arquivo"": ""Regras 1–18.md"", ""linha"": 842, ""sentenca"": ""Se uma Violação das Regras 8:2 a 8:7 destrói diretamente Chance Clara de Gol do Adversário, então a Partida reinicia_com Tiro de 6 Metros para o Adversário.""}, {""arquivo"": ""Regras 1–18.md"", ""linha"": 985, ""sentenca"": ""Uma Violação das Regras 8:2 a 8:7 causa Tiro de 6 Metros quando destrói indiretamente Chance Clara de Gol da Equipe Adversária por interrupção.""}]"
